Season,Year_City,year,name,value
Summer,2016 Rio de Janeiro,2016-01-01,DEN,15
Summer,1960 Roma,1960-01-01,DEN,6
Summer,1900 Paris,1900-01-01,NOR,5
Summer,1906 Athina,1906-01-01,NOR,2
Summer,2004 Athina,2004-01-01,DEN,8
Summer,1924 Paris,1924-01-01,DEN,11
Winter,1932 Lake Placid,1932-01-01,USA,12
Winter,1968 Grenoble,1968-01-01,NOR,14
Winter,1972 Sapporo,1972-01-01,NOR,12
Winter,1948 Sankt Moritz,1948-01-01,NOR,10
Summer,1956 Melbourne,1956-01-01,DEN,3
Summer,1964 Tokyo,1964-01-01,DEN,6
Winter,2010 Vancouver,2010-01-01,NOR,23
Summer,1976 Montreal,1976-01-01,DEN,3
Summer,1968 Mexico City,1968-01-01,DEN,8
Summer,2008 Beijing,2008-01-01,DEN,7
Winter,1936 Garmisch-Partenkirchen,1936-01-01,NOR,15
Summer,2012 London,2012-01-01,DEN,9
Winter,1976 Innsbruck,1976-01-01,NOR,7
Summer,1984 Los Angeles,1984-01-01,DEN,6
Summer,1964 Tokyo,1964-01-01,IRL,1
Summer,1988 Seoul,1988-01-01,GUM,0
Summer,1968 Mexico City,1968-01-01,BIZ,0
Summer,1988 Seoul,1988-01-01,NZL,13
Summer,1992 Barcelona,1992-01-01,NZL,10
Summer,1996 Atlanta,1996-01-01,NZL,6
Winter,1980 Lake Placid,1980-01-01,CAN,2
Winter,1998 Nagano,1998-01-01,CAN,15
Summer,1976 Montreal,1976-01-01,GUA,0
Summer,1968 Mexico City,1968-01-01,AUS,17
Winter,1960 Squaw Valley,1960-01-01,CAN,4
Winter,1984 Sarajevo,1984-01-01,CAN,4
Summer,1908 London,1908-01-01,CAN,16
Summer,1900 Paris,1900-01-01,GBR,42
Winter,1924 Chamonix,1924-01-01,GBR,5
Summer,1936 Berlin,1936-01-01,LAT,2
Winter,1948 Sankt Moritz,1948-01-01,SWE,10
Winter,1968 Grenoble,1968-01-01,SWE,8
Summer,1906 Athina,1906-01-01,SWE,14
Winter,1936 Garmisch-Partenkirchen,1936-01-01,SWE,7
Summer,1952 Helsinki,1952-01-01,RSA,10
Summer,2004 Athina,2004-01-01,COL,2
Summer,2012 London,2012-01-01,KEN,11
Winter,1984 Sarajevo,1984-01-01,GDR,24
Winter,2006 Torino,2006-01-01,JPN,1
Winter,2010 Vancouver,2010-01-01,JPN,5
Summer,1972 Munich,1972-01-01,SEN,0
Summer,1960 Roma,1960-01-01,COL,0
Summer,1996 Atlanta,1996-01-01,CPV,0
Summer,2016 Rio de Janeiro,2016-01-01,CPV,0
Summer,1924 Paris,1924-01-01,URU,1
Summer,1928 Amsterdam,1928-01-01,URU,1
Winter,1994 Lillehammer,1994-01-01,ESP,0
Winter,1998 Nagano,1998-01-01,ESP,0
Summer,1948 London,1948-01-01,HUN,27
Summer,1984 Los Angeles,1984-01-01,MRI,0
Summer,2000 Sydney,2000-01-01,POR,2
Summer,1948 London,1948-01-01,NED,16
Winter,1968 Grenoble,1968-01-01,GRE,0
Winter,2010 Vancouver,2010-01-01,ROU,0
Summer,1964 Tokyo,1964-01-01,ROU,12
Winter,1964 Innsbruck,1964-01-01,ROU,0
Summer,1988 Seoul,1988-01-01,ROU,24
Summer,2016 Rio de Janeiro,2016-01-01,POL,11
Winter,2006 Torino,2006-01-01,LAT,1
Winter,1928 Sankt Moritz,1928-01-01,SUI,1
Summer,1996 Atlanta,1996-01-01,CYP,0
Summer,1936 Berlin,1936-01-01,POR,1
Summer,1992 Barcelona,1992-01-01,ISL,0
Summer,1976 Montreal,1976-01-01,ISV,0
Winter,1964 Innsbruck,1964-01-01,GBR,1
Winter,1968 Grenoble,1968-01-01,GBR,0
Summer,2012 London,2012-01-01,IRL,5
Summer,1972 Munich,1972-01-01,MAD,0
Summer,2004 Athina,2004-01-01,MAD,0
Summer,2008 Beijing,2008-01-01,MAD,0
Summer,1980 Moskva,1980-01-01,MAD,0
Summer,1920 Antwerpen,1920-01-01,GRE,1
Summer,1992 Barcelona,1992-01-01,ROU,18
Winter,1936 Garmisch-Partenkirchen,1936-01-01,LAT,0
Summer,1960 Roma,1960-01-01,LUX,0
Summer,2004 Athina,2004-01-01,CZE,9
Summer,2000 Sydney,2000-01-01,CZE,8
Summer,1964 Tokyo,1964-01-01,TCH,14
Summer,1968 Mexico City,1968-01-01,CAN,5
Summer,2004 Athina,2004-01-01,MGL,1
Summer,2012 London,2012-01-01,MGL,5
Summer,1928 Amsterdam,1928-01-01,AUT,4
Summer,1964 Tokyo,1964-01-01,POL,23
Summer,2016 Rio de Janeiro,2016-01-01,DOM,1
Summer,2000 Sydney,2000-01-01,IND,1
Summer,1972 Munich,1972-01-01,LUX,0
Summer,1948 London,1948-01-01,LUX,0
Summer,1952 Helsinki,1952-01-01,LUX,1
Summer,1956 Melbourne,1956-01-01,KEN,0
Winter,2010 Vancouver,2010-01-01,ITA,5
Winter,2014 Sochi,2014-01-01,BUL,0
Summer,1996 Atlanta,1996-01-01,BUL,15
Summer,1906 Athina,1906-01-01,CRT,0
Summer,2008 Beijing,2008-01-01,PHI,0
Summer,1984 Los Angeles,1984-01-01,SGP,0
Summer,1988 Seoul,1988-01-01,SGP,0
Winter,1984 Sarajevo,1984-01-01,ARG,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,BUL,0
Summer,1988 Seoul,1988-01-01,HON,0
Summer,1996 Atlanta,1996-01-01,HON,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,ITA,0
Winter,2014 Sochi,2014-01-01,GRE,0
Summer,1924 Paris,1924-01-01,AUS,6
Summer,2000 Sydney,2000-01-01,BUL,13
Winter,1980 Lake Placid,1980-01-01,BUL,1
Winter,1964 Innsbruck,1964-01-01,BUL,0
Winter,1968 Grenoble,1968-01-01,BUL,0
Summer,1936 Berlin,1936-01-01,BUL,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,BUL,0
Summer,1952 Helsinki,1952-01-01,BUL,1
Winter,1984 Sarajevo,1984-01-01,ITA,2
Winter,1988 Calgary,1988-01-01,FRG,8
Winter,1988 Calgary,1988-01-01,ROU,0
Summer,1928 Amsterdam,1928-01-01,IRL,1
Winter,2006 Torino,2006-01-01,CHI,0
Summer,1968 Mexico City,1968-01-01,YUG,8
Summer,2012 London,2012-01-01,SLO,4
Winter,1998 Nagano,1998-01-01,AZE,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,URS,15
Summer,2004 Athina,2004-01-01,GHA,0
Summer,1964 Tokyo,1964-01-01,LUX,0
Summer,1992 Barcelona,1992-01-01,INA,5
Summer,1984 Los Angeles,1984-01-01,POR,3
Winter,1964 Innsbruck,1964-01-01,YUG,0
Winter,1968 Grenoble,1968-01-01,YUG,0
Summer,1924 Paris,1924-01-01,TCH,10
Winter,2010 Vancouver,2010-01-01,LAT,2
Summer,1960 Roma,1960-01-01,YUG,2
Summer,1952 Helsinki,1952-01-01,PUR,0
Summer,1984 Los Angeles,1984-01-01,BEL,4
Summer,1932 Los Angeles,1932-01-01,JPN,18
Summer,1988 Seoul,1988-01-01,SUD,0
Summer,1924 Paris,1924-01-01,LTU,0
Summer,1968 Mexico City,1968-01-01,AHO,0
Summer,1996 Atlanta,1996-01-01,SUI,7
Summer,2000 Sydney,2000-01-01,SUI,9
Summer,1964 Tokyo,1964-01-01,NZL,5
Summer,1968 Mexico City,1968-01-01,NZL,3
Summer,2012 London,2012-01-01,PLW,0
Summer,1908 London,1908-01-01,BEL,8
Summer,1992 Barcelona,1992-01-01,GEQ,0
Winter,2006 Torino,2006-01-01,LIB,0
Summer,2012 London,2012-01-01,HUN,18
Summer,2016 Rio de Janeiro,2016-01-01,HUN,15
Winter,1976 Innsbruck,1976-01-01,ROU,0
Winter,1980 Lake Placid,1980-01-01,ROU,0
Winter,1994 Lillehammer,1994-01-01,ROU,0
Winter,1998 Nagano,1998-01-01,ROU,0
Winter,2002 Salt Lake City,2002-01-01,ROU,0
Winter,2006 Torino,2006-01-01,ROU,0
Summer,1992 Barcelona,1992-01-01,BOL,0
Summer,1952 Helsinki,1952-01-01,SAA,0
Summer,1952 Helsinki,1952-01-01,IND,2
Summer,1980 Moskva,1980-01-01,GUY,1
Summer,1960 Roma,1960-01-01,IND,1
Summer,1956 Melbourne,1956-01-01,YUG,3
Summer,2012 London,2012-01-01,IND,6
Winter,1998 Nagano,1998-01-01,KAZ,2
Winter,2010 Vancouver,2010-01-01,AZE,0
Summer,1956 Melbourne,1956-01-01,TCH,6
Winter,2014 Sochi,2014-01-01,POL,6
Summer,2004 Athina,2004-01-01,ROU,19
Summer,1928 Amsterdam,1928-01-01,POL,7
Summer,1928 Amsterdam,1928-01-01,YUG,5
Summer,1996 Atlanta,1996-01-01,JAM,6
Winter,2002 Salt Lake City,2002-01-01,ITA,13
Summer,1988 Seoul,1988-01-01,AUT,1
Summer,1912 Stockholm,1912-01-01,GRE,2
Winter,1972 Sapporo,1972-01-01,FRG,5
Winter,2002 Salt Lake City,2002-01-01,AND,0
Winter,2006 Torino,2006-01-01,AND,0
Summer,1908 London,1908-01-01,HUN,9
Summer,1928 Amsterdam,1928-01-01,TCH,9
Summer,2008 Beijing,2008-01-01,CZE,6
Summer,2012 London,2012-01-01,CZE,10
Summer,2016 Rio de Janeiro,2016-01-01,CZE,10
Summer,1924 Paris,1924-01-01,EST,6
Summer,1956 Stockholm,1956-01-01,FIN,0
Winter,1952 Oslo,1952-01-01,POL,0
Summer,1968 Mexico City,1968-01-01,IRI,5
Summer,1964 Tokyo,1964-01-01,AFG,0
Summer,1960 Roma,1960-01-01,GRE,1
Winter,1972 Sapporo,1972-01-01,ITA,5
Summer,2008 Beijing,2008-01-01,CHN,100
Summer,2004 Athina,2004-01-01,LAO,0
Winter,1952 Oslo,1952-01-01,JPN,0
Summer,1952 Helsinki,1952-01-01,JPN,8
Winter,1968 Grenoble,1968-01-01,MAR,0
Summer,1964 Tokyo,1964-01-01,LIB,0
Summer,1956 Melbourne,1956-01-01,COL,0
Summer,1906 Athina,1906-01-01,HUN,10
Summer,2016 Rio de Janeiro,2016-01-01,BEN,0
Winter,1992 Albertville,1992-01-01,LAT,0
Winter,1984 Sarajevo,1984-01-01,ROU,0
Winter,1992 Albertville,1992-01-01,ROU,0
Winter,1992 Albertville,1992-01-01,BRA,0
Winter,1998 Nagano,1998-01-01,BRA,0
Summer,1988 Seoul,1988-01-01,BEL,2
Summer,1992 Barcelona,1992-01-01,BEL,3
Summer,1996 Atlanta,1996-01-01,BEL,6
Summer,2000 Sydney,2000-01-01,BEL,5
Winter,1988 Calgary,1988-01-01,AUT,10
Winter,1992 Albertville,1992-01-01,AUT,21
Winter,1948 Sankt Moritz,1948-01-01,AUT,8
Summer,1992 Barcelona,1992-01-01,ANT,0
Summer,2016 Rio de Janeiro,2016-01-01,URU,0
Summer,2012 London,2012-01-01,RSA,6
Summer,1924 Paris,1924-01-01,LAT,0
Summer,2000 Sydney,2000-01-01,MLT,0
Summer,1992 Barcelona,1992-01-01,DOM,0
Summer,1988 Seoul,1988-01-01,GUA,0
Summer,1956 Melbourne,1956-01-01,CUB,0
Summer,2008 Beijing,2008-01-01,TKM,0
Summer,2008 Beijing,2008-01-01,LAT,3
Winter,1992 Albertville,1992-01-01,BOL,0
Winter,1988 Calgary,1988-01-01,BOL,0
Summer,1996 Atlanta,1996-01-01,COL,0
Summer,1996 Atlanta,1996-01-01,CHI,0
Summer,1968 Mexico City,1968-01-01,COL,0
Summer,1964 Tokyo,1964-01-01,COL,0
Summer,1984 Los Angeles,1984-01-01,COL,1
Winter,2010 Vancouver,2010-01-01,KAZ,1
Summer,1988 Seoul,1988-01-01,ISL,0
Summer,1988 Seoul,1988-01-01,MOZ,0
Summer,1936 Berlin,1936-01-01,GRE,0
Summer,1948 London,1948-01-01,GRE,0
Summer,1952 Helsinki,1952-01-01,GRE,0
Summer,2012 London,2012-01-01,CHI,0
Winter,1968 Grenoble,1968-01-01,FRA,9
Winter,1960 Squaw Valley,1960-01-01,FRA,3
Winter,1964 Innsbruck,1964-01-01,FRA,7
Summer,1996 Atlanta,1996-01-01,INA,4
Winter,1968 Grenoble,1968-01-01,CAN,3
Summer,1936 Berlin,1936-01-01,NZL,1
Summer,1924 Paris,1924-01-01,YUG,2
Summer,1960 Roma,1960-01-01,GUY,0
Summer,1968 Mexico City,1968-01-01,TTO,0
Summer,1984 Los Angeles,1984-01-01,TTO,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,GBR,3
Winter,1980 Lake Placid,1980-01-01,NZL,0
Summer,1906 Athina,1906-01-01,CAN,2
Summer,1972 Munich,1972-01-01,NZL,3
Summer,1932 Los Angeles,1932-01-01,CAN,16
Summer,2004 Athina,2004-01-01,IRL,0
Summer,2008 Beijing,2008-01-01,IRL,3
Winter,1988 Calgary,1988-01-01,PUR,0
Summer,2008 Beijing,2008-01-01,THA,4
Summer,2012 London,2012-01-01,THA,3
Summer,1920 Antwerpen,1920-01-01,TCH,2
Winter,2014 Sochi,2014-01-01,LTU,0
Winter,1960 Squaw Valley,1960-01-01,SUI,2
Summer,1964 Tokyo,1964-01-01,THA,0
Summer,1988 Seoul,1988-01-01,LUX,0
Summer,2000 Sydney,2000-01-01,LUX,0
Summer,2016 Rio de Janeiro,2016-01-01,LAT,0
Winter,1976 Innsbruck,1976-01-01,AND,0
Summer,1980 Moskva,1980-01-01,CYP,0
Summer,2004 Athina,2004-01-01,GUA,0
Summer,2008 Beijing,2008-01-01,GUA,0
Summer,1980 Moskva,1980-01-01,ECU,0
Summer,2008 Beijing,2008-01-01,ESA,0
Winter,1988 Calgary,1988-01-01,ARG,0
Summer,1968 Mexico City,1968-01-01,NCA,0
Summer,2012 London,2012-01-01,DOM,2
Summer,1996 Atlanta,1996-01-01,PER,0
Winter,1948 Sankt Moritz,1948-01-01,ESP,0
Winter,1952 Oslo,1952-01-01,ESP,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,ESP,0
Winter,1960 Squaw Valley,1960-01-01,ESP,0
Summer,2016 Rio de Janeiro,2016-01-01,AND,0
Summer,1964 Tokyo,1964-01-01,ISR,0
Summer,1956 Melbourne,1956-01-01,INA,0
Summer,1928 Amsterdam,1928-01-01,TUR,0
Winter,1980 Lake Placid,1980-01-01,CYP,0
Winter,1984 Sarajevo,1984-01-01,CYP,0
Winter,1988 Calgary,1988-01-01,CYP,0
Winter,1992 Albertville,1992-01-01,CYP,0
Summer,1992 Barcelona,1992-01-01,NED,15
Summer,1972 Munich,1972-01-01,THA,0
Summer,2012 London,2012-01-01,PER,0
Summer,1960 Roma,1960-01-01,THA,0
Winter,1980 Lake Placid,1980-01-01,GRE,0
Winter,1984 Sarajevo,1984-01-01,GRE,0
Summer,1992 Barcelona,1992-01-01,GRE,2
Summer,2000 Sydney,2000-01-01,GBS,0
Summer,1924 Paris,1924-01-01,HAI,1
Winter,1932 Lake Placid,1932-01-01,FRA,1
Summer,1924 Paris,1924-01-01,ROU,1
Summer,2008 Beijing,2008-01-01,TTO,2
Summer,1972 Munich,1972-01-01,TTO,0
Winter,1988 Calgary,1988-01-01,GBR,0
Winter,1992 Albertville,1992-01-01,GBR,0
Summer,1924 Paris,1924-01-01,CAN,4
Winter,1976 Innsbruck,1976-01-01,NZL,0
Summer,1960 Roma,1960-01-01,IRL,0
Summer,2008 Beijing,2008-01-01,HUN,10
Summer,1948 London,1948-01-01,ISL,0
Summer,2008 Beijing,2008-01-01,ISL,1
Summer,2012 London,2012-01-01,ISL,0
Winter,1984 Sarajevo,1984-01-01,ISL,0
Summer,1956 Melbourne,1956-01-01,GER,20
Summer,1988 Seoul,1988-01-01,IVB,0
Winter,2002 Salt Lake City,2002-01-01,BRA,0
Winter,2006 Torino,2006-01-01,BRA,0
Winter,1964 Innsbruck,1964-01-01,AUT,12
Summer,1956 Melbourne,1956-01-01,CAN,5
Winter,1998 Nagano,1998-01-01,AUT,17
Summer,1906 Athina,1906-01-01,AUT,9
Winter,1994 Lillehammer,1994-01-01,ISL,0
Winter,1998 Nagano,1998-01-01,ISL,0
Winter,1952 Oslo,1952-01-01,AUS,0
Summer,1908 London,1908-01-01,FIN,5
Summer,2012 London,2012-01-01,ISR,0
Summer,2000 Sydney,2000-01-01,TUN,0
Winter,1972 Sapporo,1972-01-01,FRA,3
Winter,1976 Innsbruck,1976-01-01,FRA,1
Summer,1976 Montreal,1976-01-01,VEN,1
Summer,1972 Munich,1972-01-01,AFG,0
Summer,2004 Athina,2004-01-01,DOM,1
Summer,2004 Athina,2004-01-01,CHI,3
Summer,2004 Athina,2004-01-01,CRC,0
Summer,1972 Munich,1972-01-01,BOL,0
Summer,2008 Beijing,2008-01-01,PUR,0
Winter,2002 Salt Lake City,2002-01-01,ARG,0
Summer,2012 London,2012-01-01,MRI,0
Summer,1992 Barcelona,1992-01-01,LIB,0
Summer,1984 Los Angeles,1984-01-01,LIB,0
Winter,1994 Lillehammer,1994-01-01,LAT,0
Summer,1948 London,1948-01-01,RSA,6
Summer,2012 London,2012-01-01,MDA,2
Winter,1998 Nagano,1998-01-01,UKR,1
Summer,2016 Rio de Janeiro,2016-01-01,CYP,0
Winter,1972 Sapporo,1972-01-01,URS,16
Winter,1964 Innsbruck,1964-01-01,JPN,0
Summer,2004 Athina,2004-01-01,ISR,2
Summer,1972 Munich,1972-01-01,PAN,0
Summer,2000 Sydney,2000-01-01,GEO,6
Summer,2004 Athina,2004-01-01,GEO,4
Summer,1968 Mexico City,1968-01-01,KEN,9
Winter,1956 Cortina d'Ampezzo,1956-01-01,JPN,1
Summer,1968 Mexico City,1968-01-01,BOL,0
Summer,1984 Los Angeles,1984-01-01,BOL,0
Winter,1980 Lake Placid,1980-01-01,BOL,0
Winter,1968 Grenoble,1968-01-01,FRG,7
Winter,1972 Sapporo,1972-01-01,GDR,14
Winter,1976 Innsbruck,1976-01-01,GDR,19
Winter,1936 Garmisch-Partenkirchen,1936-01-01,AUT,4
Summer,2008 Beijing,2008-01-01,SUI,7
Winter,2014 Sochi,2014-01-01,ISL,0
Winter,1948 Sankt Moritz,1948-01-01,ISL,0
Summer,2004 Athina,2004-01-01,ZIM,3
Summer,1984 Los Angeles,1984-01-01,FIJ,0
Summer,1988 Seoul,1988-01-01,FIJ,0
Summer,1952 Helsinki,1952-01-01,NZL,3
Summer,2004 Athina,2004-01-01,GRN,0
Summer,1988 Seoul,1988-01-01,SUR,1
Summer,1992 Barcelona,1992-01-01,SUR,1
Winter,2014 Sochi,2014-01-01,NOR,26
Summer,1956 Stockholm,1956-01-01,SWE,3
Summer,1992 Barcelona,1992-01-01,TUR,6
Winter,1936 Garmisch-Partenkirchen,1936-01-01,TUR,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,AUS,0
Summer,2000 Sydney,2000-01-01,ERI,0
Winter,1928 Sankt Moritz,1928-01-01,JPN,0
Summer,1948 London,1948-01-01,CAN,4
Winter,1994 Lillehammer,1994-01-01,AUT,9
Winter,2002 Salt Lake City,2002-01-01,LAT,0
Winter,1952 Oslo,1952-01-01,AUT,8
Winter,1956 Cortina d'Ampezzo,1956-01-01,AUT,11
Winter,1994 Lillehammer,1994-01-01,CAN,13
Summer,1996 Atlanta,1996-01-01,GEQ,0
Summer,1952 Helsinki,1952-01-01,PHI,0
Summer,1984 Los Angeles,1984-01-01,PHI,0
Summer,1968 Mexico City,1968-01-01,THA,0
Summer,1976 Montreal,1976-01-01,THA,1
Summer,1984 Los Angeles,1984-01-01,SOL,0
Summer,1992 Barcelona,1992-01-01,SOL,0
Summer,1968 Mexico City,1968-01-01,CHI,0
Winter,1952 Oslo,1952-01-01,BUL,0
Winter,1976 Innsbruck,1976-01-01,BUL,0
Winter,1984 Sarajevo,1984-01-01,BUL,0
Summer,2004 Athina,2004-01-01,CMR,1
Summer,1996 Atlanta,1996-01-01,TKM,0
Summer,2000 Sydney,2000-01-01,TKM,0
Summer,1952 Helsinki,1952-01-01,TCH,13
Summer,1972 Munich,1972-01-01,GUY,0
Summer,2016 Rio de Janeiro,2016-01-01,COM,0
Summer,1988 Seoul,1988-01-01,BAR,0
Summer,2012 London,2012-01-01,GUM,0
Summer,1924 Paris,1924-01-01,RSA,3
Summer,1928 Amsterdam,1928-01-01,RSA,3
Summer,1956 Melbourne,1956-01-01,HUN,26
Summer,2008 Beijing,2008-01-01,MLT,0
Summer,2016 Rio de Janeiro,2016-01-01,LBA,0
Winter,1980 Lake Placid,1980-01-01,FRA,1
Winter,1984 Sarajevo,1984-01-01,FRA,3
Summer,1988 Seoul,1988-01-01,SEN,1
Summer,1992 Barcelona,1992-01-01,SEN,0
Summer,2012 London,2012-01-01,HKG,1
Summer,2008 Beijing,2008-01-01,HKG,0
Summer,2016 Rio de Janeiro,2016-01-01,HKG,0
Summer,1988 Seoul,1988-01-01,HKG,0
Summer,1992 Barcelona,1992-01-01,HKG,0
Summer,2012 London,2012-01-01,GAB,1
Winter,2006 Torino,2006-01-01,ESP,0
Summer,1960 Roma,1960-01-01,RSA,3
Winter,1948 Sankt Moritz,1948-01-01,CAN,3
Winter,1956 Cortina d'Ampezzo,1956-01-01,CAN,3
Summer,1956 Melbourne,1956-01-01,FIN,15
Winter,1980 Lake Placid,1980-01-01,ITA,2
Summer,1980 Moskva,1980-01-01,AUT,4
Summer,1984 Los Angeles,1984-01-01,AUT,3
Summer,2016 Rio de Janeiro,2016-01-01,LCA,0
Summer,1936 Berlin,1936-01-01,TCH,9
Summer,2016 Rio de Janeiro,2016-01-01,MOZ,0
Winter,1976 Innsbruck,1976-01-01,TCH,1
Summer,2008 Beijing,2008-01-01,HAI,0
Summer,2000 Sydney,2000-01-01,MAD,0
Summer,2000 Sydney,2000-01-01,MRI,0
Summer,2016 Rio de Janeiro,2016-01-01,FSM,0
Summer,1996 Atlanta,1996-01-01,IVB,0
Summer,1984 Los Angeles,1984-01-01,SAM,0
Summer,2012 London,2012-01-01,MYA,0
Summer,2000 Sydney,2000-01-01,EST,3
Summer,2004 Athina,2004-01-01,SEY,0
Summer,1960 Roma,1960-01-01,AUT,2
Summer,1976 Montreal,1976-01-01,AUT,1
Summer,2004 Athina,2004-01-01,SCG,2
Summer,1988 Seoul,1988-01-01,PNG,0
Summer,1988 Seoul,1988-01-01,ESA,0
Summer,1956 Melbourne,1956-01-01,ARG,2
Summer,2000 Sydney,2000-01-01,ISR,1
Summer,2008 Beijing,2008-01-01,ISR,1
Summer,1984 Los Angeles,1984-01-01,HON,0
Summer,1992 Barcelona,1992-01-01,GUA,0
Summer,1988 Seoul,1988-01-01,MGL,1
Summer,1972 Munich,1972-01-01,GRE,2
Summer,1988 Seoul,1988-01-01,CYP,0
Summer,1992 Barcelona,1992-01-01,CYP,0
Summer,1996 Atlanta,1996-01-01,ARM,2
Summer,2000 Sydney,2000-01-01,ARM,1
Summer,1956 Melbourne,1956-01-01,MYA,0
Summer,1988 Seoul,1988-01-01,CIV,0
Summer,2000 Sydney,2000-01-01,KEN,7
Summer,1972 Munich,1972-01-01,ISL,0
Winter,1984 Sarajevo,1984-01-01,LIB,0
Summer,1964 Tokyo,1964-01-01,TUN,2
Summer,1968 Mexico City,1968-01-01,TUN,2
Summer,2004 Athina,2004-01-01,TUN,0
Winter,2006 Torino,2006-01-01,TUR,0
Winter,2010 Vancouver,2010-01-01,TUR,0
Summer,1972 Munich,1972-01-01,MYA,0
Summer,1972 Munich,1972-01-01,CIV,0
Summer,1976 Montreal,1976-01-01,CIV,0
Summer,1984 Los Angeles,1984-01-01,MAW,0
Summer,1988 Seoul,1988-01-01,MAW,0
Summer,2016 Rio de Janeiro,2016-01-01,TOG,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,GBR,0
Summer,1980 Moskva,1980-01-01,PER,0
Winter,1976 Innsbruck,1976-01-01,TUR,0
Summer,1968 Mexico City,1968-01-01,AFG,0
Summer,1932 Los Angeles,1932-01-01,ARG,4
Winter,2002 Salt Lake City,2002-01-01,JPN,2
Summer,1956 Stockholm,1956-01-01,POR,0
Summer,2004 Athina,2004-01-01,AFG,0
Summer,2008 Beijing,2008-01-01,AFG,1
Summer,2012 London,2012-01-01,AFG,1
Winter,2006 Torino,2006-01-01,ARM,0
Winter,2010 Vancouver,2010-01-01,MAR,0
Summer,2012 London,2012-01-01,SEN,0
Winter,2014 Sochi,2014-01-01,CHN,9
Summer,2016 Rio de Janeiro,2016-01-01,MTN,0
Summer,2008 Beijing,2008-01-01,SEN,0
Summer,1976 Montreal,1976-01-01,SEN,0
Summer,1984 Los Angeles,1984-01-01,CHN,32
Summer,2016 Rio de Janeiro,2016-01-01,YEM,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,CAN,1
Summer,1984 Los Angeles,1984-01-01,SEN,0
Winter,1968 Grenoble,1968-01-01,NED,9
Winter,1972 Sapporo,1972-01-01,NED,9
Summer,2000 Sydney,2000-01-01,MGL,0
Summer,2004 Athina,2004-01-01,SVK,6
Summer,1964 Tokyo,1964-01-01,ZAM,0
Winter,2010 Vancouver,2010-01-01,SVK,3
Winter,2002 Salt Lake City,2002-01-01,SVK,0
Winter,1992 Albertville,1992-01-01,YUG,0
Winter,1994 Lillehammer,1994-01-01,BIH,0
Summer,2004 Athina,2004-01-01,SLO,4
Summer,2016 Rio de Janeiro,2016-01-01,CRO,10
Summer,1992 Barcelona,1992-01-01,PNG,0
Summer,1972 Munich,1972-01-01,IND,1
Summer,2004 Athina,2004-01-01,COD,0
Winter,2006 Torino,2006-01-01,SVK,1
Winter,1994 Lillehammer,1994-01-01,SVK,0
Summer,1996 Atlanta,1996-01-01,SEY,0
Winter,1924 Chamonix,1924-01-01,ITA,0
Winter,1968 Grenoble,1968-01-01,POL,0
Winter,1972 Sapporo,1972-01-01,POL,1
Winter,1976 Innsbruck,1976-01-01,POL,0
Winter,1976 Innsbruck,1976-01-01,AUT,6
Winter,1976 Innsbruck,1976-01-01,SUI,5
Summer,2012 London,2012-01-01,LIB,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,TCH,0
Summer,1936 Berlin,1936-01-01,AUS,1
Winter,1928 Sankt Moritz,1928-01-01,FIN,4
Winter,1936 Garmisch-Partenkirchen,1936-01-01,USA,4
Summer,1906 Athina,1906-01-01,USA,23
Summer,1932 Los Angeles,1932-01-01,HUN,16
Winter,1928 Sankt Moritz,1928-01-01,USA,6
Summer,1980 Moskva,1980-01-01,SEN,0
Summer,2004 Athina,2004-01-01,SEN,0
Summer,1992 Barcelona,1992-01-01,MGL,2
Summer,1928 Amsterdam,1928-01-01,HUN,10
Summer,2008 Beijing,2008-01-01,MGL,4
Summer,1960 Roma,1960-01-01,RHO,0
Winter,1984 Sarajevo,1984-01-01,KOR,0
Winter,1988 Calgary,1988-01-01,KOR,0
Summer,2000 Sydney,2000-01-01,KOR,28
Summer,2012 London,2012-01-01,KOR,28
Summer,1968 Mexico City,1968-01-01,BEL,2
Summer,1972 Munich,1972-01-01,BEL,2
Summer,1960 Roma,1960-01-01,PUR,0
Summer,1968 Mexico City,1968-01-01,MLI,0
Summer,2008 Beijing,2008-01-01,MLI,0
Summer,1992 Barcelona,1992-01-01,LTU,2
Winter,1932 Lake Placid,1932-01-01,CAN,7
Summer,1956 Melbourne,1956-01-01,IRI,5
Summer,2008 Beijing,2008-01-01,GAB,0
Summer,1988 Seoul,1988-01-01,GUI,0
Summer,1992 Barcelona,1992-01-01,GUI,0
Summer,2000 Sydney,2000-01-01,GUI,0
Summer,2008 Beijing,2008-01-01,ECU,1
Summer,1976 Montreal,1976-01-01,MAR,0
Summer,2004 Athina,2004-01-01,MAS,0
Summer,1956 Melbourne,1956-01-01,ETH,0
Summer,1996 Atlanta,1996-01-01,TPE,1
Summer,1996 Atlanta,1996-01-01,STP,0
